timestamp,close,open,high,low,volume
2026-03-24 09:15:00+05:30,22859.983333333334,22859.983333333334,22859.983333333334,22859.983333333334,1
2026-03-24 09:16:00+05:30,22802.733333333334,22859.983333333334,22859.983333333334,22802.733333333334,1
2026-03-24 09:17:00+05:30,22819.7,22802.733333333334,22859.983333333334,22802.733333333334,1
2026-03-24 09:18:00+05:30,22800.583333333332,22819.7,22819.7,22800.583333333332,1
2026-03-24 09:19:00+05:30,22792.316666666666,22800.583333333332,22819.7,22792.316666666666,1
2026-03-24 09:20:00+05:30,22778.766666666663,22792.316666666666,22800.583333333332,22778.766666666663,1
2026-03-24 09:21:00+05:30,22782.933333333334,22778.766666666663,22792.316666666666,22778.766666666663,1
2026-03-24 09:22:00+05:30,22771.850000000002,22782.933333333334,22782.933333333334,22771.850000000002,1
2026-03-24 09:23:00+05:30,22790.25,22771.850000000002,22790.25,22771.850000000002,1
2026-03-24 09:24:00+05:30,22819.216666666664,22790.25,22819.216666666664,22771.850000000002,1
2026-03-24 09:25:00+05:30,22830.95,22819.216666666664,22830.95,22790.25,1
2026-03-24 09:26:00+05:30,22846.13333333333,22830.95,22846.13333333333,22819.216666666664,1
2026-03-24 09:27:00+05:30,22854.316666666666,22846.13333333333,22854.316666666666,22830.95,1
2026-03-24 09:28:00+05:30,22830.666666666668,22854.316666666666,22854.316666666666,22830.666666666668,1
2026-03-24 09:29:00+05:30,22844.316666666666,22830.666666666668,22854.316666666666,22830.666666666668,1
2026-03-24 09:30:00+05:30,22850.45,22844.316666666666,22850.45,22830.666666666668,1
2026-03-24 09:31:00+05:30,22836.649999999998,22850.45,22850.45,22836.649999999998,1
2026-03-24 09:32:00+05:30,22833.63333333333,22836.649999999998,22850.45,22833.63333333333,1
2026-03-24 09:33:00+05:30,22834.683333333334,22833.63333333333,22836.649999999998,22833.63333333333,1
2026-03-24 09:34:00+05:30,22820.350000000002,22834.683333333334,22834.683333333334,22820.350000000002,1
2026-03-24 09:35:00+05:30,22822.5,22820.350000000002,22834.683333333334,22820.350000000002,1
2026-03-24 09:36:00+05:30,22826.266666666663,22822.5,22826.266666666663,22820.350000000002,1
2026-03-24 09:37:00+05:30,22799.916666666668,22826.266666666663,22826.266666666663,22799.916666666668,1
2026-03-24 09:38:00+05:30,22790.416666666668,22799.916666666668,22826.266666666663,22790.416666666668,1
2026-03-24 09:39:00+05:30,22770.5,22790.416666666668,22799.916666666668,22770.5,1
2026-03-24 09:40:00+05:30,22783.483333333334,22770.5,22790.416666666668,22770.5,1
2026-03-24 09:41:00+05:30,22784.150000000005,22783.483333333334,22784.150000000005,22770.5,1
2026-03-24 09:42:00+05:30,22746.81666666667,22784.150000000005,22784.150000000005,22746.81666666667,1
2026-03-24 09:43:00+05:30,22738.033333333336,22746.81666666667,22784.150000000005,22738.033333333336,1
2026-03-24 09:44:00+05:30,22755.466666666664,22738.033333333336,22755.466666666664,22738.033333333336,1
2026-03-24 09:45:00+05:30,22723.283333333336,22755.466666666664,22755.466666666664,22723.283333333336,1
2026-03-24 09:46:00+05:30,22724.36666666667,22723.283333333336,22755.466666666664,22723.283333333336,1
2026-03-24 09:47:00+05:30,22719.55,22724.36666666667,22724.36666666667,22719.55,1
2026-03-24 09:48:00+05:30,22719.81666666667,22719.55,22724.36666666667,22719.55,1
2026-03-24 09:49:00+05:30,22722.466666666664,22719.81666666667,22722.466666666664,22719.55,1
2026-03-24 09:50:00+05:30,22720.95,22722.466666666664,22722.466666666664,22719.81666666667,1
2026-03-24 09:51:00+05:30,22722.766666666663,22720.95,22722.766666666663,22720.95,1
2026-03-24 09:52:00+05:30,22724.349999999995,22722.766666666663,22724.349999999995,22720.95,1
2026-03-24 09:53:00+05:30,22729.68333333333,22724.349999999995,22729.68333333333,22722.766666666663,1
2026-03-24 09:54:00+05:30,22733.016666666666,22729.68333333333,22733.016666666666,22724.349999999995,1
2026-03-24 09:55:00+05:30,22761.05,22733.016666666666,22761.05,22729.68333333333,1
2026-03-24 09:56:00+05:30,22769.38333333333,22761.05,22769.38333333333,22733.016666666666,1
